destino,pais,actividad,precio,moneda,rating,viajeros,operador,email,telefono,direccion,url_actividad,fecha_scan
Santiago de Chile,Chile,Excursión al Parque Aconcagua,290.000 CL$,CLP,22 opiniones,237 viajeros,Tac Turismo,contacto@tacturismo.cl,+56 963530267,"Razón social: Agencia de Viajes Miguel Sergio Garrido Muñoz E.I.R.L. | Domicilio Social: DR M BARROS BORGONO 71 OF 504 5P, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/excursion-aconcagua/,2026-01-29
Santiago de Chile,Chile,Paseo en helicóptero por Santiago de Chile,"342.117,03 CL$",CLP,Sin valorar,134 viajeros,Gems Of Chile,info@gemsofchile.com,+56934379562,"Razón social: Gems of Chile SpA | Domicilio Social: Eulogia Sanchez 065, Providencia, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/paseo-helicoptero-santiago-chile/,2026-01-29
Santiago de Chile,Chile,Paseo con raquetas de nieve por el Cajón del Maipo,214.000 CL$,CLP,2 opiniones,79 viajeros,Hike Chile,info@hikechile.cl,+56991362679,"Razón social: Sebastian Navarro Cox | Domicilio Social: padre hurtado sur 1321 depto 185, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/raquetas-nieve-cajon-maipo/,2026-01-29
Santiago de Chile,Chile,Experiencia gastronómica Amor y Pastas,"120.402,78 CL$",CLP,2 opiniones,84 viajeros,Lc Turismo,gerencia@lucascarvalhoturismo.com.br,+56987064691,"Razón social: LUCAS CARVALHO TURISMO LTDA | Domicilio Social: 3-21 RUA JOSE ARIEDE, Bauru, Brasil",https://www.civitatis.com/es/santiago-de-chile/taller-pasta-restaurante-amor-pastas/,2026-01-29
Santiago de Chile,Chile,Paseo a caballo por el Parque Yerba Loca,221.000 CL$,CLP,1 opinión,26 viajeros,Hike Chile,info@hikechile.cl,+56991362679,"Razón social: Sebastian Navarro Cox | Domicilio Social: padre hurtado sur 1321 depto 185, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/paseo-caballo-yerba-loca/,2026-01-29
Santiago de Chile,Chile,Trekking por La Parva,220.000 CL$,CLP,1 opinión,15 viajeros,Hike Chile,info@hikechile.cl,+56991362679,"Razón social: Sebastian Navarro Cox | Domicilio Social: padre hurtado sur 1321 depto 185, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/trekking-la-parva/,2026-01-29
Santiago de Chile,Chile,Visita a la Viña Tres Palacios,"31.930,92 CL$",CLP,Sin valorar,34 viajeros,Viña Tres Palacios,m.zamorano@vinatrespalacios.cl,+56979058138,"Razón social: Agrícola Tres Palacios SpA | Domicilio Social: RUTA G54 8651 PALLOCABE PC B LT A1, Melipilla, Chile",https://www.civitatis.com/es/santiago-de-chile/visita-vina-tres-palacios/,2026-01-29
Santiago de Chile,Chile,Excursión en helicóptero a Valle Nevado,"482.613,09 CL$",CLP,2 opiniones,14 viajeros,Helitour Adventure,rodrigo.lora@helitour.cl,+56962246508,"Razón social: South American Helicopters SPA | Domicilio Social: San Antonio 385, oficina 601, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/excursion-helicoptero-valle-nevado/,2026-01-29
Santiago de Chile,Chile,Ruta de trekking de 2 días por La Parva,420.000 CL$,CLP,Sin valorar,2 viajeros,Hike Chile,info@hikechile.cl,+56991362679,"Razón social: Sebastian Navarro Cox | Domicilio Social: padre hurtado sur 1321 depto 185, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/trekking-2-dias-la-parva/,2026-01-29
Santiago de Chile,Chile,Paseo a caballo por el cerro La Dehesa + Cata de vinos,98.000 CL$,CLP,Novedad,,Entre Rios Lodge,enriquematte@entrerioslodge.com,9882968942,"Razón social: Enrique Matte Rios Construcción EIRL | Domicilio Social: Llifen. T-851 km.2, Futrono, Chile",https://www.civitatis.com/es/santiago-de-chile/paseo-caballo-cerro-dehesa/,2026-01-29
Santiago de Chile,Chile,Excursión a El Colorado + Curso de esquí o de snowboard,219.000 CL$,CLP,Novedad,,Turistik Cl,jpfassi@turistik.cl,0056 228 201 000,"Razón social: TURISTIK S.A | Domicilio Social: ENCOMENDEROS 260 11, Santiago de Chile, Chile",https://www.civitatis.com/es/santiago-de-chile/excursion-colorado-curso-esqui/,2026-01-29
Valparaíso,Chile,Tour de Valparaíso al completo,60.000 CL$,CLP,32 opiniones,200 viajeros,Patatour Chile,info@patatourchile.com,+56994311267,"Razón social: Cristian Alonso Díaz Tapia | Domicilio Social: Rapel 1561, Villa Alemana, Chile",https://www.civitatis.com/es/valparaiso/tour-valparaiso-completo/,2026-01-29
Valparaíso,Chile,Clase de cocina chilena con comida,64.000 CL$,CLP,9 opiniones,52 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/clase-cocina-chilena/,2026-01-29
Valparaíso,Chile,Free tour por Barrio Puerto y el Cerro Concepción,¡Gratis!,CLP,174 opiniones,3.195 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/free-tour-barrio-puerto-cerro-cordillera/,2026-01-29
Valparaíso,Chile,Free tour de los miradores y paseos de Valparaíso,¡Gratis!,CLP,348 opiniones,7.391 viajeros,Urbantours Spa,Chileurbantour@gmail.com,+56962152383,"Razón social: Aquino & Fernandez de la Reguera | Domicilio Social: Monjitas 550, Santiago de Chile, Chile",https://www.civitatis.com/es/valparaiso/free-tour-ascensores-paseos-valparaiso/,2026-01-29
Valparaíso,Chile,Free tour por el Cerro Playa Ancha,¡Gratis!,CLP,18 opiniones,223 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-cerro-playa-ancha/,2026-01-29
Valparaíso,Chile,Visita a una bodega del Valle de Casablanca,"136.423,32 CL$",CLP,Novedad,1 viajero,Amulen Tour Ltda,contacto@amulentour.com,+56930048704,"Razón social: SERVICIO DE TURISMO AMULEN LIMITADA | Domicilio Social: Esmeralda 973 oficina 502, Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/visita-bodega-valle-casablanca/,2026-01-29
Valparaíso,Chile,Visita guiada por Valparaíso + Paseo en barco,"54.569,32 CL$",CLP,Sin valorar,2 viajeros,Amulen Tour Ltda,contacto@amulentour.com,+56930048704,"Razón social: SERVICIO DE TURISMO AMULEN LIMITADA | Domicilio Social: Esmeralda 973 oficina 502, Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/visita-guiada-valparaiso-paseo-barco/,2026-01-29
Valparaíso,Chile,Tour de los ascensores de Valparaíso,30.000 CL$,CLP,26 opiniones,181 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-ascensores-valparaiso/,2026-01-29
Valparaíso,Chile,Visita guiada por Valparaíso,30.000 CL$,CLP,21 opiniones,147 viajeros,Patatour Chile,info@patatourchile.com,+56994311267,"Razón social: Cristian Alonso Díaz Tapia | Domicilio Social: Rapel 1561, Villa Alemana, Chile",https://www.civitatis.com/es/valparaiso/visita-guiada-valparaiso/,2026-01-29
Valparaíso,Chile,"La Sebastiana, Biblioteca Santiago Severín, Catedral y Museo de Historia Natural",15.000 CL$,CLP,Novedad,3 viajeros,Zehndertour,aliceanb@gmail.com,+56945386408,"Razón social: Gustavo Isaac Zehnder Sady | Domicilio Social: Alonso de Ovalle 884 DP 301, Santiago de Chile, Chile",https://www.civitatis.com/es/valparaiso/sebastiana-biblioteca-catedral-museo-historia-natural/,2026-01-29
Valparaíso,Chile,Tarjeta eSIM Civitatis Chile,"4.547,44 CL$",CLP,41 opiniones,817 viajeros,Airalo,Partnerships.Europe_CIS@airalo.com,,"Razón social: AirGSM Pte. Ltd. | Domicilio Social: 6 Raffles Boulevard, Marina Square #03-308, Singapore 039594, Singapur, Singapur",https://www.civitatis.com/es/tarjeta-esim-chile/,2026-01-29
Valparaíso,Chile,Tour por Valparaíso y Viña del Mar,140.000 CL$,CLP,18 opiniones,174 viajeros,Valparaiso Sightseeing Tours,contacto@amulentour.com,+56930048704,"Razón social: Vincent Michel Yannick Liegard | Domicilio Social: Parcela 33, lote 28, F-240, Quintero, Valparaíso, Chile | Razón social: SERVICIO DE TURISMO AMULEN LIMITADA | Domicilio Social: Esmeralda 973 oficina 502, Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/excursion-vina-del-mar/,2026-01-29
Valparaíso,Chile,"Excursión a Isla Negra, Algarrobo y Quintay",160.000 CL$,CLP,4 opiniones,72 viajeros,Valparaiso Sightseeing Tours,vstours.chile@gmail.com,972187010,"Razón social: Vincent Michel Yannick Liegard | Domicilio Social: Parcela 33, lote 28, F-240, Quintero, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/excursion-isla-negra-pueblos-valparaiso/,2026-01-29
Valparaíso,Chile,Tour del arte urbano por Valparaíso,26.000 CL$,CLP,7 opiniones,69 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-arte-urbano-valparaiso/,2026-01-29
Valparaíso,Chile,Avistamiento de pingüinos en la isla Cachagua,135.000 CL$,CLP,2 opiniones,70 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/avistamiento-pinguinos-isla-cachagua/,2026-01-29
Valparaíso,Chile,Tour de Pablo Neruda,"54.569,32 CL$",CLP,3 opiniones,28 viajeros,Amulen Tour Ltda,contacto@amulentour.com,+56930048704,"Razón social: SERVICIO DE TURISMO AMULEN LIMITADA | Domicilio Social: Esmeralda 973 oficina 502, Valparaíso, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-pablo-neruda/,2026-01-29
Valparaíso,Chile,Contrastes de Valparaíso,64.000 CL$,CLP,2 opiniones,13 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/contrastes-valparaiso/,2026-01-29
Valparaíso,Chile,Senderismo por el Parque Nacional La Campana,61.250 CL$,CLP,3 opiniones,11 viajeros,Swiss Eco Lodge La Linda Loma,lalindaloma@gmail.com,+56 9 4461 4836,"Razón social: Nicolas Berrios Despond | Domicilio Social: Calle La Peña s/n, Olmué, Chile",https://www.civitatis.com/es/valparaiso/senderismo-parque-campana/,2026-01-29
Valparaíso,Chile,Tour gastronómico por Valparaíso,45.000 CL$,CLP,3 opiniones,22 viajeros,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-gastronomico-valparaiso/,2026-01-29
Valparaíso,Chile,Tour por Valparaíso para cruceros,60.000 CL$,CLP,1 opinión,9 viajeros,Patatour Chile,info@patatourchile.com,+56994311267,"Razón social: Cristian Alonso Díaz Tapia | Domicilio Social: Rapel 1561, Villa Alemana, Chile",https://www.civitatis.com/es/valparaiso/tour-valparaiso-cruceros/,2026-01-29
Valparaíso,Chile,Tour por el Valparaíso alternativo,30.000 CL$,CLP,2 opiniones,6 viajeros,Patatour Chile,info@patatourchile.com,+56994311267,"Razón social: Cristian Alonso Díaz Tapia | Domicilio Social: Rapel 1561, Villa Alemana, Chile",https://www.civitatis.com/es/valparaiso/tour-valparaiso-alternativo/,2026-01-29
Valparaíso,Chile,Tour por el Parque Nacional La Campana con 2 noches de alojamiento,158.000 CL$,CLP,Sin valorar,,Swiss Eco Lodge La Linda Loma,lalindaloma@gmail.com,+56 9 4461 4836,"Razón social: Nicolas Berrios Despond | Domicilio Social: Calle La Peña s/n, Olmué, Chile",https://www.civitatis.com/es/valparaiso/tour-parque-campana/,2026-01-29
Valparaíso,Chile,Visita guiada por Valparaíso + Paseo en trolebús,30.000 CL$,CLP,Sin valorar,,Perro Tour,juanvictor@perrotour.com,+56947305355,"Razón social: JUAN VICTOR REYES ROJAS | Domicilio Social: 1 Norte 461, Of 703, Vergara, Viña del Mar, Chile",https://www.civitatis.com/es/valparaiso/visita-guiada-valparaiso-paseo-trolebus/,2026-01-29
Valparaíso,Chile,Tour de la música por Valparaíso,50.000 CL$,CLP,Sin valorar,,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-musica-valparaiso/,2026-01-29
Valparaíso,Chile,Tour por la costa norte de Valparaíso,150.000 CL$,CLP,Sin valorar,6 viajeros,Valparaiso Sightseeing Tours,vstours.chile@gmail.com,972187010,"Razón social: Vincent Michel Yannick Liegard | Domicilio Social: Parcela 33, lote 28, F-240, Quintero, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-costa-norte-valparaiso/,2026-01-29
Valparaíso,Chile,Tour de la cerveza por Valparaíso,40.000 CL$,CLP,Sin valorar,,Ecomapu Travel,info@ecomapu.com,+56 993556748,"Razón social: Turismo Ecomapu Limitada | Domicilio Social: Pedro Leon Gallo 457, Playa Ancha, Valparaíso, Chile",https://www.civitatis.com/es/valparaiso/tour-cerveza-valparaiso/,2026-01-29
Puerto Varas,Chile,"Isla de Chiloé: Chacao, Ancud y pingüinos de Puñihuil",45.000 CL$,CLP,29 opiniones,431 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/tour-pinguinos-chiloe/,2026-01-29
Puerto Varas,Chile,Tour por Puerto Varas y Puerto Montt,27.694 CL$,CLP,34 opiniones,602 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-varas/tour-puerto-varas-puerto-montt/,2026-01-29
Puerto Varas,Chile,"Isla de Chiloé: Chacao, Castro y Dalcahue",45.000 CL$,CLP,116 opiniones,925 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/excursion-isla-chiloe/,2026-01-29
Puerto Varas,Chile,Excursión a los Saltos de Petrohué y volcán Osorno,35.000 CL$,CLP,150 opiniones,1.630 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/excursion-saltos-petrohue-volcan-osorno/,2026-01-29
Puerto Varas,Chile,Cruce andino por los lagos de la cordillera de los Andes,"232.829,13 CL$",CLP,30 opiniones,538 viajeros,Cruce Andino,contacto@cruceandino.com,+56 9 49827142,"Razón social: Turismo Chile Argentina Ltda. | Domicilio Social: El Golf 99, piso 5, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/cruce-andino-lagos/,2026-01-29
Puerto Varas,Chile,Excursión a Frutillar,25.000 CL$,CLP,26 opiniones,400 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/excursion-frutillar-puerto-octay/,2026-01-29
Puerto Varas,Chile,Tour por los pueblos del lago Llanquihue,45.000 CL$,CLP,28 opiniones,310 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/tour-lago-llanquihue/,2026-01-29
Puerto Varas,Chile,Tour por el lago Todos los Santos y Villa Peulla,31.000 CL$,CLP,71 opiniones,723 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/tour-lago-todos-santos/,2026-01-29
Puerto Varas,Chile,Excursión privada desde Puerto Varas,177.586 CL$,CLP,2 opiniones,95 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-varas/excursion-privada-puerto-varas/,2026-01-29
Puerto Varas,Chile,"Excursión a Chacao, Ancud y las playas de Chiloé",56.094 CL$,CLP,10 opiniones,175 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-varas/tour-ancud-chiloe/,2026-01-29
Puerto Varas,Chile,Tarjeta eSIM Civitatis Chile,"4.547,44 CL$",CLP,41 opiniones,817 viajeros,Airalo,Partnerships.Europe_CIS@airalo.com,,"Razón social: AirGSM Pte. Ltd. | Domicilio Social: 6 Raffles Boulevard, Marina Square #03-308, Singapore 039594, Singapur, Singapur",https://www.civitatis.com/es/tarjeta-esim-chile/,2026-01-29
Puerto Varas,Chile,Tour por los pueblos de la Carretera Austral,42.000 CL$,CLP,18 opiniones,284 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-varas/tour-pueblos-carretera-austral/,2026-01-29
Puerto Varas,Chile,Excursión a Cochamó y Termas del Sol,40.000 CL$,CLP,35 opiniones,354 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/excursion-cochamo-termas-sol/,2026-01-29
Puerto Varas,Chile,Excursión al estuario de Reloncaví y el lago Tagua Tagua,45.000 CL$,CLP,18 opiniones,208 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-varas/excursion-estuario-reloncavi-lago-tagua/,2026-01-29
Puerto Varas,Chile,Excursión al volcán Osorno,30.000 CL$,CLP,22 opiniones,196 viajeros,Turistour Chile,festay@turistour.cl,+56 9 4262 3484,"Razón social: ADMINISTRADORA COMERCIAL SPA | Domicilio Social: Avenida El Golf 99, Piso 5, Las Condes, Santiago de Chile, Chile",https://www.civitatis.com/es/puerto-varas/excursion-volcan-osorno/,2026-01-29
Puerto Varas,Chile,Excursión privada a Valdivia,562.214 CL$,CLP,1 opinión,24 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-varas/excursion-valdivia/,2026-01-29
Puerto Varas,Chile,Senderismo por el Parque Nacional Alerce Andino,60.000 CL$,CLP,4 opiniones,56 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-varas/senderismo-parque-alerce-andino/,2026-01-29
Puerto Varas,Chile,"Tour privado por Puerto Varas, Nueva Braunau y Lahuen Ñadi",196.867 CL$,CLP,Sin valorar,18 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-varas/puerto-varas-nueva-braunau-lahuen-nadi/,2026-01-29
Puerto Varas,Chile,Excursión privada a la isla Calbuco,343.534 CL$,CLP,Sin valorar,4 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-varas/excursion-isla-calbuco/,2026-01-29
Puerto Varas,Chile,Tour por Maullín + Avistamiento de aves en Quenuir Bajo,130.000 CL$,CLP,Sin valorar,1 viajero,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-varas/maullin-avistamiento-aves-quenuir-bajo/,2026-01-29
Puerto Varas,Chile,"Cascada La Escondida, Coihue de los Columpios y Cochamó",49.000 CL$,CLP,5 opiniones,79 viajeros,Angelmo Tours,turismoangelmotour@gmail.com,987426089,"Razón social: Nelson Enrique Gaete Quezada | Domicilio Social: Calle A 496, Puerto Montt, Chile",https://www.civitatis.com/es/puerto-varas/cascada-escondida-coihue-columpios-cochamo/,2026-01-29
Puerto Varas,Chile,Tour privado por Puerto Varas y Puerto Montt,142.787 CL$,CLP,2 opiniones,90 viajeros,Ls Travel Turismo Spa,nany.stabile@lstravel.cl,+56992233893,"Razón social: LS TRAVEL TURISMO SPA | Domicilio Social: san jose, Puerto Varas, Chile",https://www.civitatis.com/es/puerto-varas/tour-privado-puerto-varas-puerto-montt/,2026-01-29
Puerto Varas,Chile,Tour de 11 días en bicicleta por la Carretera Austral Norte,2.375.000 CL$,CLP,Sin valorar,,Cicloaustral Chile,info@cicloaustralchile.com,+56994023905,"Razón social: Sociedad Ecoturismo Chile Spa | Domicilio Social: Ignacio Serrano 420, Coyhaique, Coyhaique, Chile",https://www.civitatis.com/es/puerto-varas/11-dias-bicicleta-carretera-austral-norte/,2026-01-29
Punta Arenas,Chile,Excursión al Fuerte Bulnes para cruceros,"63.861,84 CL$",CLP,Sin valorar,15 viajeros,Yellow Penguin,diego@southexperiences.com,+5493516833119,"Razón social: DIEGO FRIEDMANN JOFFE | Domicilio Social: Siracusa 2235, Montevideo, Uruguay",https://www.civitatis.com/es/punta-arenas/excursion-fuerte-bulnes-cruceros/,2026-01-29
Punta Arenas,Chile,Excursión a la isla Magdalena,96.000 CL$,CLP,8 opiniones,189 viajeros,Tabsa,stimis@tabsa.cl,2728100,"Razón social: Transbordadora Austral Broom S.A | Domicilio Social: Juan Williams 06450, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-isla-magdalena/,2026-01-29
Punta Arenas,Chile,Excursión a las islas Magdalena y Marta en lancha rápida,"118.600,57 CL$",CLP,125 opiniones,1.669 viajeros,Solo Expediciones,jpsz@soloexpediciones.com,+56975532170,"Razón social: RESTAURANT TURISMO Y HOTELES ALEJANDRO SOLO DE ZALDIVAR EIRL | Domicilio Social: Jose Nogueira 1255, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-islas-magdalena-marta/,2026-01-29
Punta Arenas,Chile,Avistamiento de ballenas en el estrecho de Magallanes,"332.993,91 CL$",CLP,36 opiniones,452 viajeros,Solo Expediciones,jpsz@soloexpediciones.com,+56975532170,"Razón social: RESTAURANT TURISMO Y HOTELES ALEJANDRO SOLO DE ZALDIVAR EIRL | Domicilio Social: Jose Nogueira 1255, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/avistamiento-ballenas-estrecho-magallanes/,2026-01-29
Punta Arenas,Chile,Excursión a la isla Tierra del Fuego,95.000 CL$,CLP,120 opiniones,1.391 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-isla-tierra-fuego/,2026-01-29
Punta Arenas,Chile,Tour por la Reserva Nacional Magallanes,35.000 CL$,CLP,34 opiniones,450 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/tour-reserva-nacional-magallanes/,2026-01-29
Punta Arenas,Chile,Traslados en Punta Arenas,26.670 CL$,CLP,114 opiniones,1.822 viajeros,N/A,N/A,N/A,N/A,https://www.civitatis.com/es/punta-arenas/traslados/,2026-01-29
Punta Arenas,Chile,Excursión al Parque Nacional Torres del Paine,85.000 CL$,CLP,116 opiniones,1.025 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-parque-torres-paine/,2026-01-29
Punta Arenas,Chile,Excursión al Fuerte Bulnes,35.000 CL$,CLP,45 opiniones,365 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-fuerte-bulnes/,2026-01-29
Punta Arenas,Chile,Free tour por Punta Arenas,¡Gratis!,CLP,7 opiniones,165 viajeros,Capital De La Patagonia Walking & Tours,randall@capitaldelapatagonia.com,+56993256806,"Razón social: Randall Twyman Mansilla | Domicilio Social: Plaza Muñoz Gamero, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/free-tour-punta-arenas/,2026-01-29
Punta Arenas,Chile,Excursión a Torres del Paine + Paseo en barco por el lago Grey,240.000 CL$,CLP,25 opiniones,545 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/excursion-torres-paine-barco-lago-grey/,2026-01-29
Punta Arenas,Chile,Trekking por las Torres del Paine,95.000 CL$,CLP,28 opiniones,481 viajeros,Go Patagonia,info@gopatagoniachile.com,+56 962038339,"Razón social: Go Patagonia SPA | Domicilio Social: Lautro Navarro 1013, Punta Arenas, Chile",https://www.civitatis.com/es/punta-arenas/trekking-torres-paine/,2026-01-29
Punta Arenas,Chile,Tarjeta eSIM Civitatis Chile,"4.547,44 CL$",CLP,41 opiniones,817 viajeros,Airalo,Partnerships.Europe_CIS@airalo.com,,"Razón social: AirGSM Pte. Ltd. | Domicilio Social: 6 Raffles Boulevard, Marina Square #03-308, Singapore 039594, Singapur, Singapur",https://www.civitatis.com/es/tarjeta-esim-chile/,2026-01-29
